timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
991,1693,-491,-1415,-10,20197,4022,-232,146
991,1436,-1291,292,-1109,24670,6156,367,-297
1039,-1444,-540,603,1864,4168,166,-407,907
1039,542,8726,-176,4189,-142901,-29045,602,-266
1039,-2054,-4276,-1333,-2014,69081,14285,-805,925
1039,366,-3406,-2529,-1697,55143,11485,-685,639
1039,187,-1562,718,526,28394,5803,-176,52
1039,-1722,-1310,369,462,25050,5039,-170,-28
1039,340,-446,18,615,11345,2073,-166,7
1039,-875,5626,90,2947,-88057,-17514,-233,31
1039,1228,4963,199,2419,-76559,-15418,-352,108
1039,646,-1567,-232,-1102,33905,7433,-482,146
1088,1460,2938,-190,1265,-38093,-6610,-484,59
1088,-1047,-1958,74,-928,44833,9911,-848,101
1088,19,-715,267,231,25642,5439,-185,722
1088,-1711,-497,239,-108,19377,4445,-106,547
1088,558,800,102,427,-5180,-535,45,380
1088,395,-4385,886,-152,73749,13720,-1004,509
1088,-1497,-3079,676,214,53193,9754,-794,163
1088,-547,-1133,1786,132,21425,4416,-291,-141
1088,-177,-871,1522,343,17834,3459,-288,-92
1088,1715,5425,2244,3948,-80757,-16989,8,-391
1136,1309,5320,1401,3667,-74774,-17298,-336,291
1136,963,1726,993,1634,-19477,-4531,-834,496
1136,858,-872,-822,-502,25514,5188,-427,435
1136,-1688,-657,-1009,-485,22969,4789,-372,474
1136,621,-614,-855,-94,16832,3772,-502,306
1136,-1531,-200,-701,263,9548,2093,-388,310
1136,266,-6991,2023,-1298,112779,22334,-1948,1470
1136,-318,-4920,1219,-699,83249,15925,-1178,1094
1136,-2034,-2217,561,12,41192,7717,-625,667
1136,-1562,-67,-894,42,9425,2135,-342,15
1185,-1968,342,-391,821,-1238,491,-761,465
1185,-1768,-362,-481,523,12222,1995,-635,488
1185,737,11942,-1332,5016,-181284,-37895,824,-1528
1185,1657,12813,-745,4750,-199734,-40324,592,-1516
1185,1502,-2017,413,-17,46032,9010,-522,551
1185,552,-1503,19,71,32370,6280,-432,386
1185,1192,-887,-490,-2,25604,5286,-241,254
1185,591,-644,-479,202,21483,4472,-255,380
1185,-1711,559,-965,640,-1518,-215,-107,375
1185,1667,-2316,-140,-1056,46262,9196,-358,134
1234,-389,2562,-892,1199,-31710,-5153,-209,-38
1234,1550,-1976,-516,-340,42058,9120,-534,167
1234,-826,-1100,-129,841,17483,3023,-268,419
1234,1697,-459,-309,871,6783,991,-189,331
1234,-1090,7595,-813,3773,-116008,-24153,-112,106
1234,-1205,11981,-1060,5608,-187883,-39440,334,-18
1234,-1129,-2069,-946,-1084,45774,9696,-357,82
1234,-639,-1463,-1053,-707,36163,7636,-321,123
1234,-345,-16,-1075,154,12446,2511,-259,195
1234,4,-1267,-1275,120,28592,6012,-319,162
1282,-137,8533,-718,3792,-131979,-27413,383,-76
1282,1290,5911,-285,2214,-91886,-18740,-64,56
1282,1913,-3046,-1289,-1319,68170,13785,-440,109
1282,1863,-2233,-896,-671,48532,9609,-243,111
1282,2720,137,32,-704,36858,7671,-345,39
1282,2295,538,-163,-506,30098,6229,-249,171
1282,1942,3589,2555,3099,-63638,-14116,-414,181
1282,1318,3803,1809,2417,-58839,-12195,-444,59
1282,-1034,-2439,2111,-367,48466,10315,-1161,352
1282,1674,-905,-287,-926,31407,6883,-394,100
1331,1733,4889,-1203,1755,-73168,-14936,-307,298
1331,567,-2116,-365,-896,35633,7813,-1076,617
1331,440,2081,1170,3020,-90190,-23927,-735,457
1331,886,2092,1058,2367,-75476,-21625,-721,479
1331,995,-4059,-259,-258,60274,13078,-187,-21
1331,364,-3944,475,291,51947,11069,-260,159
1331,-1109,-2062,982,150,39989,8072,-178,445
1331,-1104,-2027,1028,345,37337,7322,-265,517
1331,-1026,-1217,725,16,25166,4879,-259,532
1331,1560,11617,940,3779,-166363,-34644,712,-815
1380,961,-2174,1556,-664,46912,9328,-891,1605
1380,-1242,-4484,1790,-1270,83438,16134,-845,1521
1380,623,-2718,2383,-126,46184,7824,-629,524
1380,670,-2104,2084,-108,40394,6767,-475,275
1380,1071,5641,1103,1953,-73882,-17117,-39,553
1380,-1143,4833,1359,2040,-65597,-15598,-222,637
1380,1396,-3281,1933,16,78914,13363,-830,426
1380,-760,-2983,1935,349,70169,11489,-712,418
1380,-870,-1368,1592,987,43794,5991,-517,316
1380,1024,-2003,1112,1264,48240,6275,-752,655
1429,1613,8663,1804,3500,-108346,-27545,153,303
1429,154,6573,1466,2384,-71927,-18907,-254,384
1429,1643,-5063,4699,-800,146458,25626,-1359,921
1429,1852,-3698,3957,-2411,119734,20280,-895,694
1429,-270,-3393,1854,4772,65920,4922,-1495,1077
1429,-1551,-2535,1510,4106,55382,1712,-1288,1023
1429,-1456,2252,2716,3979,-46665,-15803,-386,453
1429,734,1479,3456,3704,-35973,-13794,-486,427
1429,596,2033,4599,3980,-47129,-17000,-499,480
1429,973,-3653,2889,-2701,80945,3714,-1538,732
1478,-810,-1136,-193,-704,58247,8316,-638,466
1478,1128,-3271,190,55,83683,12140,-1036,647
1478,-1951,-1589,1443,-418,77929,6817,-1296,2381
1478,-1605,-900,891,-1665,70421,6144,-1152,1897
1478,-2182,-5575,2163,-4529,153774,21302,-1562,1143
1478,-1268,-4403,1728,-3957,133552,17318,-1169,866
1478,901,-2971,1455,-3355,110661,12436,-789,601
1478,1847,269,1914,2036,109016,3401,-525,366
1478,-222,283,1690,1531,100742,2802,-266,277
1478,-1240,8455,465,1157,46342,-18574,-292,247
1525,-741,11464,-4061,3114,39545,-17363,2,487
1525,-1084,9308,-2924,2893,53927,-12030,-188,813
1525,1197,-2099,3082,-114,170990,7928,-501,1426
1525,652,-2629,3645,44,155144,5260,-448,1378
1525,-1459,604,2174,-3013,176510,3395,11,1548
1525,1294,623,1379,-3931,165209,2714,272,1008
1525,90,1670,3513,-16,166468,-6130,-1053,1619
1525,-2148,-5887,4188,-2126,249689,18558,-1872,1842
1525,-2175,-4558,3484,-1605,227797,14805,-1471,1662
1525,-1179,1419,1444,-2169,202067,3668,-84,981
1574,519,10864,167,-498,103969,-20983,880,756
1574,1716,4092,983,-2657,171606,925,-251,1101
1574,-1106,7809,2085,1541,161258,-12091,-688,1220
1574,1098,11881,2209,3312,97372,-27882,-15,1076
1574,2354,3116,1995,-1769,242251,11796,-1290,1754
1574,276,4218,1088,-1335,224876,9825,-1017,892
1574,1092,5365,1787,-1081,231151,8077,-34,953
1574,3087,5092,1645,-1556,217998,7703,-32,833
1574,3039,5623,1517,-1113,200664,5687,95,973
1574,-1596,5168,979,-1011,239513,10464,-310,1250
1623,-1415,9718,962,-919,178027,-4635,-481,1304
1623,-1513,4521,1498,-1880,222732,11086,-895,1455
1623,2225,7147,4821,116,224037,-1774,-1370,741
1623,4871,8009,4252,-394,202000,-3931,-945,603
1623,1138,10820,3237,140,173807,-7189,-1767,8644
1623,1082,16743,1982,2479,100334,-28019,-390,6237
1623,694,6109,969,-2567,226067,10415,-18,-2500
1623,1054,6111,563,-2564,211777,9894,19,-2439
1623,639,6279,496,-1706,194399,7711,-196,-1487
1623,-421,6409,1435,-1406,200472,10540,-1895,1836
1672,-2349,15952,350,3276,92876,-25885,415,3839
1672,-68,14175,408,2793,95515,-21121,649,3082
